,imgpath,labels,encoded_labels
46,./pretrain_2048_2/SC-01-0153.svs_18.png,pretrain,0
47,./pretrain_2048_2/SC-01-0428.svs_2.png,pretrain,0
48,./pretrain_2048_2/SC-01-0392.svs_3.png,pretrain,0
49,./pretrain_2048_2/SC-01-0108.svs_9.png,pretrain,0
50,./pretrain_2048_2/SC-01-0258.svs_6.png,pretrain,0
51,./pretrain_2048_2/SC-01-0343.svs_5.png,pretrain,0
52,./pretrain_2048_2/SC-01-0167.svs_24.png,pretrain,0
53,./pretrain_2048_2/SC-01-0177.svs_2.png,pretrain,0
54,./pretrain_2048_2/SC-01-0438.svs_22.png,pretrain,0
55,./pretrain_2048_2/SC-01-0115.svs_12.png,pretrain,0
56,./pretrain_2048_2/SC-01-0300.svs_10.png,pretrain,0
57,./pretrain_2048_2/SC-01-0116.svs_9.png,pretrain,0
58,./pretrain_2048_2/SC-01-0103.svs_24.png,pretrain,0
59,./pretrain_2048_2/SC-01-0428.svs_16.png,pretrain,0
60,./pretrain_2048_2/SC-01-0256.svs_14.png,pretrain,0
61,./pretrain_2048_2/SC-01-0332.svs_6.png,pretrain,0
62,./pretrain_2048_2/SC-01-0268.svs_18.png,pretrain,0
63,./pretrain_2048_2/SC-01-0122.svs_8.png,pretrain,0
64,./pretrain_2048_2/SC-01-0286.svs_28.png,pretrain,0
65,./pretrain_2048_2/SC-01-0206.svs_11.png,pretrain,0
66,./pretrain_2048_2/SC-01-0288.svs_1.png,pretrain,0
67,./pretrain_2048_2/SC-01-0333.svs_17.png,pretrain,0
68,./pretrain_2048_2/SC-01-0197.svs_4.png,pretrain,0
69,./pretrain_2048_2/SC-01-0185.svs_3.png,pretrain,0
70,./pretrain_2048_2/SC-01-0284.svs_4.png,pretrain,0
71,./pretrain_2048_2/SC-01-0175.svs_13.png,pretrain,0
72,./pretrain_2048_2/SC-01-0276.svs_17.png,pretrain,0
73,./pretrain_2048_2/SC-01-0240.svs_13.png,pretrain,0
74,./pretrain_2048_2/SC-01-0451.svs_17.png,pretrain,0
75,./pretrain_2048_2/SC-01-0196.svs_24.png,pretrain,0
76,./pretrain_2048_2/SC-01-0353.svs_14.png,pretrain,0
77,./pretrain_2048_2/SC-01-0446.svs_10.png,pretrain,0
78,./pretrain_2048_2/SC-01-0353.svs_9.png,pretrain,0
79,./pretrain_2048_2/SC-01-0208.svs_5.png,pretrain,0
80,./pretrain_2048_2/SC-01-0101.svs_3.png,pretrain,0
81,./pretrain_2048_2/SC-01-0191.svs_28.png,pretrain,0
82,./pretrain_2048_2/SC-01-0319.svs_4.png,pretrain,0
83,./pretrain_2048_2/SC-01-0427.svs_10.png,pretrain,0
84,./pretrain_2048_2/SC-01-0214.svs_28.png,pretrain,0
85,./pretrain_2048_2/SC-01-0117.svs_17.png,pretrain,0
86,./pretrain_2048_2/SC-01-0333.svs_3.png,pretrain,0
87,./pretrain_2048_2/SC-01-0170.svs_9.png,pretrain,0
88,./pretrain_2048_2/SC-01-0186.svs_37.png,pretrain,0
89,./pretrain_2048_2/SC-01-0457.svs_12.png,pretrain,0
90,./pretrain_2048_2/SC-01-0129.svs_3.png,pretrain,0
91,./pretrain_2048_2/SC-01-0216.svs_9.png,pretrain,0
92,./pretrain_2048_2/SC-01-0274.svs_8.png,pretrain,0
93,./pretrain_2048_2/SC-01-0196.svs_32.png,pretrain,0
94,./pretrain_2048_2/SC-01-0459.svs_29.png,pretrain,0
95,./pretrain_2048_2/SC-01-0308.svs_19.png,pretrain,0
96,./pretrain_2048_2/SC-01-0120.svs_25.png,pretrain,0
97,./pretrain_2048_2/SC-01-0174.svs_5.png,pretrain,0
98,./pretrain_2048_2/SC-01-0387.svs_7.png,pretrain,0
99,./pretrain_2048_2/SC-01-0411.svs_16.png,pretrain,0
100,./pretrain_2048_2/SC-01-0144.svs_1.png,pretrain,0
101,./pretrain_2048_2/SC-01-0420.svs_3.png,pretrain,0
102,./pretrain_2048_2/SC-01-0230.svs_15.png,pretrain,0
103,./pretrain_2048_2/SC-01-0395.svs_42.png,pretrain,0
104,./pretrain_2048_2/SC-01-0254.svs_24.png,pretrain,0
105,./pretrain_2048_2/SC-01-0218.svs_4.png,pretrain,0
106,./pretrain_2048_2/SC-01-0414.svs_8.png,pretrain,0
107,./pretrain_2048_2/SC-01-0139.svs_22.png,pretrain,0
108,./pretrain_2048_2/SC-01-0217.svs_35.png,pretrain,0
109,./pretrain_2048_2/SC-01-0430.svs_20.png,pretrain,0
110,./pretrain_2048_2/SC-01-0140.svs_2.png,pretrain,0
111,./pretrain_2048_2/SC-01-0341.svs_3.png,pretrain,0
112,./pretrain_2048_2/SC-01-0246.svs_25.png,pretrain,0
113,./pretrain_2048_2/SC-01-0436.svs_2.png,pretrain,0
114,./pretrain_2048_2/SC-01-0214.svs_10.png,pretrain,0
115,./pretrain_2048_2/SC-01-0317.svs_4.png,pretrain,0
116,./pretrain_2048_2/SC-01-0256.svs_17.png,pretrain,0
117,./pretrain_2048_2/SC-01-0264.svs_8.png,pretrain,0
118,./pretrain_2048_2/SC-01-0401.svs_18.png,pretrain,0
119,./pretrain_2048_2/SC-01-0388.svs_1.png,pretrain,0
120,./pretrain_2048_2/SC-01-0364.svs_42.png,pretrain,0
121,./pretrain_2048_2/SC-01-0392.svs_5.png,pretrain,0
122,./pretrain_2048_2/SC-01-0440.svs_5.png,pretrain,0
123,./pretrain_2048_2/SC-01-0302.svs_5.png,pretrain,0
124,./pretrain_2048_2/SC-01-0457.svs_26.png,pretrain,0
125,./pretrain_2048_2/SC-01-0184.svs_3.png,pretrain,0
126,./pretrain_2048_2/SC-01-0292.svs_11.png,pretrain,0
127,./pretrain_2048_2/SC-01-0297.svs_10.png,pretrain,0
128,./pretrain_2048_2/SC-01-0454.svs_31.png,pretrain,0
129,./pretrain_2048_2/SC-01-0448.svs_25.png,pretrain,0
130,./pretrain_2048_2/SC-01-0419.svs_2.png,pretrain,0
131,./pretrain_2048_2/SC-01-0120.svs_8.png,pretrain,0
132,./pretrain_2048_2/SC-01-0261.svs_7.png,pretrain,0
133,./pretrain_2048_2/SC-01-0416.svs_10.png,pretrain,0
134,./pretrain_2048_2/SC-01-0119.svs_1.png,pretrain,0
135,./pretrain_2048_2/SC-01-0177.svs_20.png,pretrain,0
136,./pretrain_2048_2/SC-01-0267.svs_3.png,pretrain,0
137,./pretrain_2048_2/SC-01-0386.svs_5.png,pretrain,0
138,./pretrain_2048_2/SC-01-0319.svs_6.png,pretrain,0
139,./pretrain_2048_2/SC-01-0380.svs_20.png,pretrain,0
140,./pretrain_2048_2/SC-01-0175.svs_6.png,pretrain,0
141,./pretrain_2048_2/SC-01-0263.svs_7.png,pretrain,0
142,./pretrain_2048_2/SC-01-0218.svs_3.png,pretrain,0
143,./pretrain_2048_2/SC-01-0315.svs_13.png,pretrain,0
144,./pretrain_2048_2/SC-01-0435.svs_13.png,pretrain,0
145,./pretrain_2048_2/SC-01-0397.svs_9.png,pretrain,0
146,./pretrain_2048_2/SC-01-0369.svs_2.png,pretrain,0
147,./pretrain_2048_2/SC-01-0133.svs_1.png,pretrain,0
148,./pretrain_2048_2/SC-01-0323.svs_3.png,pretrain,0
149,./pretrain_2048_2/SC-01-0293.svs_29.png,pretrain,0
150,./pretrain_2048_2/SC-01-0277.svs_8.png,pretrain,0
151,./pretrain_2048_2/SC-01-0360.svs_19.png,pretrain,0
152,./pretrain_2048_2/SC-01-0427.svs_35.png,pretrain,0
153,./pretrain_2048_2/SC-01-0397.svs_14.png,pretrain,0
154,./pretrain_2048_2/SC-01-0142.svs_12.png,pretrain,0
155,./pretrain_2048_2/SC-01-0278.svs_17.png,pretrain,0
156,./pretrain_2048_2/SC-01-0166.svs_1.png,pretrain,0
157,./pretrain_2048_2/SC-01-0389.svs_18.png,pretrain,0
158,./pretrain_2048_2/SC-01-0366.svs_3.png,pretrain,0
159,./pretrain_2048_2/SC-01-0173.svs_7.png,pretrain,0
160,./pretrain_2048_2/SC-01-0380.svs_2.png,pretrain,0
161,./pretrain_2048_2/SC-01-0269.svs_27.png,pretrain,0
162,./pretrain_2048_2/SC-01-0293.svs_5.png,pretrain,0
163,./pretrain_2048_2/SC-01-0350.svs_18.png,pretrain,0
164,./pretrain_2048_2/SC-01-0422.svs_5.png,pretrain,0
165,./pretrain_2048_2/SC-01-0262.svs_18.png,pretrain,0
166,./pretrain_2048_2/SC-01-0400.svs_17.png,pretrain,0
167,./pretrain_2048_2/SC-01-0269.svs_17.png,pretrain,0
168,./pretrain_2048_2/SC-01-0443.svs_7.png,pretrain,0
169,./pretrain_2048_2/SC-01-0459.svs_54.png,pretrain,0
170,./pretrain_2048_2/SC-01-0221.svs_8.png,pretrain,0
171,./pretrain_2048_2/SC-01-0419.svs_19.png,pretrain,0
172,./pretrain_2048_2/SC-01-0333.svs_30.png,pretrain,0
173,./pretrain_2048_2/SC-01-0413.svs_10.png,pretrain,0
174,./pretrain_2048_2/SC-01-0277.svs_10.png,pretrain,0
175,./pretrain_2048_2/SC-01-0169.svs_5.png,pretrain,0
176,./pretrain_2048_2/SC-01-0429.svs_12.png,pretrain,0
177,./pretrain_2048_2/SC-01-0427.svs_11.png,pretrain,0
178,./pretrain_2048_2/SC-01-0383.svs_4.png,pretrain,0
179,./pretrain_2048_2/SC-01-0108.svs_2.png,pretrain,0
180,./pretrain_2048_2/SC-01-0193.svs_9.png,pretrain,0
181,./pretrain_2048_2/SC-01-0203.svs_13.png,pretrain,0
182,./pretrain_2048_2/SC-01-0221.svs_11.png,pretrain,0
183,./pretrain_2048_2/SC-01-0241.svs_29.png,pretrain,0
184,./pretrain_2048_2/SC-01-0349.svs_5.png,pretrain,0
185,./pretrain_2048_2/SC-01-0417.svs_6.png,pretrain,0
186,./pretrain_2048_2/SC-01-0244.svs_4.png,pretrain,0
187,./pretrain_2048_2/SC-01-0193.svs_15.png,pretrain,0
188,./pretrain_2048_2/SC-01-0438.svs_15.png,pretrain,0
189,./pretrain_2048_2/SC-01-0309.svs_17.png,pretrain,0
190,./pretrain_2048_2/SC-01-0259.svs_24.png,pretrain,0
191,./pretrain_2048_2/SC-01-0127.svs_4.png,pretrain,0
192,./pretrain_2048_2/SC-01-0449.svs_8.png,pretrain,0
193,./pretrain_2048_2/SC-01-0297.svs_16.png,pretrain,0
194,./pretrain_2048_2/SC-01-0446.svs_20.png,pretrain,0
195,./pretrain_2048_2/SC-01-0430.svs_11.png,pretrain,0
196,./pretrain_2048_2/SC-01-0229.svs_13.png,pretrain,0
197,./pretrain_2048_2/SC-01-0203.svs_26.png,pretrain,0
198,./pretrain_2048_2/SC-01-0256.svs_7.png,pretrain,0
199,./pretrain_2048_2/SC-01-0342.svs_12.png,pretrain,0
200,./pretrain_2048_2/SC-01-0448.svs_38.png,pretrain,0
201,./pretrain_2048_2/SC-01-0186.svs_11.png,pretrain,0
202,./pretrain_2048_2/SC-01-0439.svs_4.png,pretrain,0
203,./pretrain_2048_2/SC-01-0270.svs_8.png,pretrain,0
204,./pretrain_2048_2/SC-01-0285.svs_9.png,pretrain,0
205,./pretrain_2048_2/SC-01-0232.svs_11.png,pretrain,0
206,./pretrain_2048_2/SC-01-0290.svs_5.png,pretrain,0
207,./pretrain_2048_2/SC-01-0328.svs_16.png,pretrain,0
208,./pretrain_2048_2/SC-01-0366.svs_7.png,pretrain,0
209,./pretrain_2048_2/SC-01-0321.svs_13.png,pretrain,0
210,./pretrain_2048_2/SC-01-0104.svs_11.png,pretrain,0
211,./pretrain_2048_2/SC-01-0396.svs_19.png,pretrain,0
212,./pretrain_2048_2/SC-01-0272.svs_7.png,pretrain,0
213,./pretrain_2048_2/SC-01-0269.svs_21.png,pretrain,0
214,./pretrain_2048_2/SC-01-0212.svs_9.png,pretrain,0
215,./pretrain_2048_2/SC-01-0241.svs_23.png,pretrain,0
216,./pretrain_2048_2/SC-01-0312.svs_3.png,pretrain,0
217,./pretrain_2048_2/SC-01-0293.svs_34.png,pretrain,0
218,./pretrain_2048_2/SC-01-0319.svs_7.png,pretrain,0
219,./pretrain_2048_2/SC-01-0111.svs_4.png,pretrain,0
220,./pretrain_2048_2/SC-01-0365.svs_30.png,pretrain,0
221,./pretrain_2048_2/SC-01-0103.svs_4.png,pretrain,0
222,./pretrain_2048_2/SC-01-0448.svs_26.png,pretrain,0
223,./pretrain_2048_2/SC-01-0446.svs_8.png,pretrain,0
224,./pretrain_2048_2/SC-01-0234.svs_3.png,pretrain,0
225,./pretrain_2048_2/SC-01-0430.svs_14.png,pretrain,0
226,./pretrain_2048_2/SC-01-0203.svs_21.png,pretrain,0
227,./pretrain_2048_2/SC-01-0235.svs_12.png,pretrain,0
228,./pretrain_2048_2/SC-01-0122.svs_5.png,pretrain,0
229,./pretrain_2048_2/SC-01-0215.svs_3.png,pretrain,0
230,./pretrain_2048_2/SC-01-0408.svs_37.png,pretrain,0
231,./pretrain_2048_2/SC-01-0281.svs_5.png,pretrain,0
232,./pretrain_2048_2/SC-01-0439.svs_19.png,pretrain,0
233,./pretrain_2048_2/SC-01-0431.svs_14.png,pretrain,0
234,./pretrain_2048_2/SC-01-0382.svs_7.png,pretrain,0
235,./pretrain_2048_2/SC-01-0385.svs_7.png,pretrain,0
236,./pretrain_2048_2/SC-01-0384.svs_20.png,pretrain,0
237,./pretrain_2048_2/SC-01-0254.svs_21.png,pretrain,0
238,./pretrain_2048_2/SC-01-0447.svs_3.png,pretrain,0
239,./pretrain_2048_2/SC-01-0174.svs_2.png,pretrain,0
240,./pretrain_2048_2/SC-01-0258.svs_4.png,pretrain,0
241,./pretrain_2048_2/SC-01-0101.svs_1.png,pretrain,0
242,./pretrain_2048_2/SC-01-0427.svs_12.png,pretrain,0
243,./pretrain_2048_2/SC-01-0337.svs_7.png,pretrain,0
244,./pretrain_2048_2/SC-01-0301.svs_3.png,pretrain,0
245,./pretrain_2048_2/SC-01-0245.svs_10.png,pretrain,0
246,./pretrain_2048_2/SC-01-0294.svs_28.png,pretrain,0
247,./pretrain_2048_2/SC-01-0293.svs_25.png,pretrain,0
248,./pretrain_2048_2/SC-01-0370.svs_9.png,pretrain,0
249,./pretrain_2048_2/SC-01-0202.svs_17.png,pretrain,0
250,./pretrain_2048_2/SC-01-0290.svs_7.png,pretrain,0
251,./pretrain_2048_2/SC-01-0382.svs_13.png,pretrain,0
252,./pretrain_2048_2/SC-01-0181.svs_6.png,pretrain,0
253,./pretrain_2048_2/SC-01-0334.svs_6.png,pretrain,0
254,./pretrain_2048_2/SC-01-0408.svs_9.png,pretrain,0
255,./pretrain_2048_2/SC-01-0422.svs_6.png,pretrain,0
256,./pretrain_2048_2/SC-01-0191.svs_19.png,pretrain,0
257,./pretrain_2048_2/SC-01-0195.svs_25.png,pretrain,0
258,./pretrain_2048_2/SC-01-0386.svs_35.png,pretrain,0
259,./pretrain_2048_2/SC-01-0246.svs_2.png,pretrain,0
260,./pretrain_2048_2/SC-01-0202.svs_19.png,pretrain,0
261,./pretrain_2048_2/SC-01-0324.svs_6.png,pretrain,0
262,./pretrain_2048_2/SC-01-0138.svs_1.png,pretrain,0
263,./pretrain_2048_2/SC-01-0398.svs_11.png,pretrain,0
264,./pretrain_2048_2/SC-01-0441.svs_7.png,pretrain,0
265,./pretrain_2048_2/SC-01-0181.svs_16.png,pretrain,0
266,./pretrain_2048_2/SC-01-0364.svs_24.png,pretrain,0
267,./pretrain_2048_2/SC-01-0344.svs_18.png,pretrain,0
268,./pretrain_2048_2/SC-01-0214.svs_13.png,pretrain,0
269,./pretrain_2048_2/SC-01-0284.svs_2.png,pretrain,0
270,./pretrain_2048_2/SC-01-0174.svs_6.png,pretrain,0
271,./pretrain_2048_2/SC-01-0231.svs_4.png,pretrain,0
272,./pretrain_2048_2/SC-01-0123.svs_6.png,pretrain,0
273,./pretrain_2048_2/SC-01-0444.svs_9.png,pretrain,0
274,./pretrain_2048_2/SC-01-0198.svs_22.png,pretrain,0
275,./pretrain_2048_2/SC-01-0301.svs_10.png,pretrain,0
276,./pretrain_2048_2/SC-01-0399.svs_19.png,pretrain,0
277,./pretrain_2048_2/SC-01-0121.svs_7.png,pretrain,0
278,./pretrain_2048_2/SC-01-0140.svs_6.png,pretrain,0
279,./pretrain_2048_2/SC-01-0413.svs_4.png,pretrain,0
280,./pretrain_2048_2/SC-01-0404.svs_15.png,pretrain,0
281,./pretrain_2048_2/SC-01-0213.svs_7.png,pretrain,0
282,./pretrain_2048_2/SC-01-0263.svs_19.png,pretrain,0
283,./pretrain_2048_2/SC-01-0328.svs_13.png,pretrain,0
284,./pretrain_2048_2/SC-01-0428.svs_17.png,pretrain,0
285,./pretrain_2048_2/SC-01-0165.svs_10.png,pretrain,0
286,./pretrain_2048_2/SC-01-0216.svs_3.png,pretrain,0
287,./pretrain_2048_2/SC-01-0144.svs_7.png,pretrain,0
288,./pretrain_2048_2/SC-01-0415.svs_14.png,pretrain,0
289,./pretrain_2048_2/SC-01-0260.svs_15.png,pretrain,0
290,./pretrain_2048_2/SC-01-0326.svs_4.png,pretrain,0
291,./pretrain_2048_2/SC-01-0132.svs_3.png,pretrain,0
292,./pretrain_2048_2/SC-01-0403.svs_14.png,pretrain,0
293,./pretrain_2048_2/SC-01-0366.svs_30.png,pretrain,0
294,./pretrain_2048_2/SC-01-0167.svs_17.png,pretrain,0
295,./pretrain_2048_2/SC-01-0194.svs_12.png,pretrain,0
296,./pretrain_2048_2/SC-01-0459.svs_31.png,pretrain,0
297,./pretrain_2048_2/SC-01-0107.svs_5.png,pretrain,0
298,./pretrain_2048_2/SC-01-0309.svs_7.png,pretrain,0
299,./pretrain_2048_2/SC-01-0108.svs_5.png,pretrain,0
300,./pretrain_2048_2/SC-01-0202.svs_22.png,pretrain,0
301,./pretrain_2048_2/SC-01-0403.svs_8.png,pretrain,0
302,./pretrain_2048_2/SC-01-0284.svs_19.png,pretrain,0
303,./pretrain_2048_2/SC-01-0180.svs_1.png,pretrain,0
304,./pretrain_2048_2/SC-01-0447.svs_39.png,pretrain,0
305,./pretrain_2048_2/SC-01-0223.svs_8.png,pretrain,0
306,./pretrain_2048_2/SC-01-0241.svs_25.png,pretrain,0
307,./pretrain_2048_2/SC-01-0441.svs_29.png,pretrain,0
308,./pretrain_2048_2/SC-01-0176.svs_6.png,pretrain,0
309,./pretrain_2048_2/SC-01-0364.svs_32.png,pretrain,0
310,./pretrain_2048_2/SC-01-0206.svs_25.png,pretrain,0
311,./pretrain_2048_2/SC-01-0418.svs_3.png,pretrain,0
312,./pretrain_2048_2/SC-01-0286.svs_1.png,pretrain,0
313,./pretrain_2048_2/SC-01-0310.svs_6.png,pretrain,0
314,./pretrain_2048_2/SC-01-0360.svs_10.png,pretrain,0
315,./pretrain_2048_2/SC-01-0301.svs_18.png,pretrain,0
316,./pretrain_2048_2/SC-01-0214.svs_1.png,pretrain,0
317,./pretrain_2048_2/SC-01-0369.svs_23.png,pretrain,0
318,./pretrain_2048_2/SC-01-0256.svs_12.png,pretrain,0
319,./pretrain_2048_2/SC-01-0433.svs_45.png,pretrain,0
320,./pretrain_2048_2/SC-01-0360.svs_87.png,pretrain,0
321,./pretrain_2048_2/SC-01-0389.svs_13.png,pretrain,0
322,./pretrain_2048_2/SC-01-0269.svs_28.png,pretrain,0
323,./pretrain_2048_2/SC-01-0436.svs_13.png,pretrain,0
324,./pretrain_2048_2/SC-01-0305.svs_31.png,pretrain,0
325,./pretrain_2048_2/SC-01-0104.svs_4.png,pretrain,0
326,./pretrain_2048_2/SC-01-0422.svs_1.png,pretrain,0
327,./pretrain_2048_2/SC-01-0364.svs_3.png,pretrain,0
328,./pretrain_2048_2/SC-01-0271.svs_6.png,pretrain,0
329,./pretrain_2048_2/SC-01-0221.svs_10.png,pretrain,0
330,./pretrain_2048_2/SC-01-0276.svs_6.png,pretrain,0
331,./pretrain_2048_2/SC-01-0217.svs_36.png,pretrain,0
332,./pretrain_2048_2/SC-01-0276.svs_16.png,pretrain,0
333,./pretrain_2048_2/SC-01-0351.svs_20.png,pretrain,0
334,./pretrain_2048_2/SC-01-0133.svs_15.png,pretrain,0
335,./pretrain_2048_2/SC-01-0379.svs_16.png,pretrain,0
336,./pretrain_2048_2/SC-01-0286.svs_11.png,pretrain,0
337,./pretrain_2048_2/SC-01-0360.svs_98.png,pretrain,0
338,./pretrain_2048_2/SC-01-0172.svs_4.png,pretrain,0
339,./pretrain_2048_2/SC-01-0270.svs_17.png,pretrain,0
340,./pretrain_2048_2/SC-01-0409.svs_19.png,pretrain,0
341,./pretrain_2048_2/SC-01-0308.svs_32.png,pretrain,0
342,./pretrain_2048_2/SC-01-0172.svs_20.png,pretrain,0
343,./pretrain_2048_2/SC-01-0316.svs_7.png,pretrain,0
344,./pretrain_2048_2/SC-01-0183.svs_46.png,pretrain,0
345,./pretrain_2048_2/SC-01-0379.svs_7.png,pretrain,0
346,./pretrain_2048_2/SC-01-0156.svs_5.png,pretrain,0
347,./pretrain_2048_2/SC-01-0208.svs_10.png,pretrain,0
348,./pretrain_2048_2/SC-01-0133.svs_18.png,pretrain,0
349,./pretrain_2048_2/SC-01-0360.svs_11.png,pretrain,0
350,./pretrain_2048_2/SC-01-0103.svs_3.png,pretrain,0
351,./pretrain_2048_2/SC-01-0389.svs_20.png,pretrain,0
352,./pretrain_2048_2/SC-01-0250.svs_10.png,pretrain,0
353,./pretrain_2048_2/SC-01-0364.svs_41.png,pretrain,0
354,./pretrain_2048_2/SC-01-0220.svs_4.png,pretrain,0
355,./pretrain_2048_2/SC-01-0378.svs_2.png,pretrain,0
356,./pretrain_2048_2/SC-01-0211.svs_24.png,pretrain,0
357,./pretrain_2048_2/SC-01-0103.svs_14.png,pretrain,0
358,./pretrain_2048_2/SC-01-0286.svs_30.png,pretrain,0
359,./pretrain_2048_2/SC-01-0133.svs_17.png,pretrain,0
360,./pretrain_2048_2/SC-01-0404.svs_32.png,pretrain,0
361,./pretrain_2048_2/SC-01-0453.svs_22.png,pretrain,0
362,./pretrain_2048_2/SC-01-0189.svs_23.png,pretrain,0
363,./pretrain_2048_2/SC-01-0368.svs_5.png,pretrain,0
364,./pretrain_2048_2/SC-01-0295.svs_4.png,pretrain,0
365,./pretrain_2048_2/SC-01-0451.svs_4.png,pretrain,0
366,./pretrain_2048_2/SC-01-0253.svs_6.png,pretrain,0
367,./pretrain_2048_2/SC-01-0457.svs_34.png,pretrain,0
368,./pretrain_2048_2/SC-01-0139.svs_16.png,pretrain,0
369,./pretrain_2048_2/SC-01-0254.svs_28.png,pretrain,0
370,./pretrain_2048_2/SC-01-0358.svs_10.png,pretrain,0
371,./pretrain_2048_2/SC-01-0275.svs_27.png,pretrain,0
372,./pretrain_2048_2/SC-01-0350.svs_6.png,pretrain,0
373,./pretrain_2048_2/SC-01-0255.svs_21.png,pretrain,0
374,./pretrain_2048_2/SC-01-0357.svs_1.png,pretrain,0
375,./pretrain_2048_2/SC-01-0282.svs_7.png,pretrain,0
376,./pretrain_2048_2/SC-01-0174.svs_14.png,pretrain,0
377,./pretrain_2048_2/SC-01-0314.svs_29.png,pretrain,0
378,./pretrain_2048_2/SC-01-0256.svs_19.png,pretrain,0
379,./pretrain_2048_2/SC-01-0419.svs_28.png,pretrain,0
380,./pretrain_2048_2/SC-01-0193.svs_3.png,pretrain,0
381,./pretrain_2048_2/SC-01-0352.svs_42.png,pretrain,0
382,./pretrain_2048_2/SC-01-0395.svs_16.png,pretrain,0
383,./pretrain_2048_2/SC-01-0188.svs_4.png,pretrain,0
384,./pretrain_2048_2/SC-01-0240.svs_2.png,pretrain,0
385,./pretrain_2048_2/SC-01-0403.svs_28.png,pretrain,0
386,./pretrain_2048_2/SC-01-0122.svs_14.png,pretrain,0
387,./pretrain_2048_2/SC-01-0242.svs_9.png,pretrain,0
388,./pretrain_2048_2/SC-01-0261.svs_12.png,pretrain,0
389,./pretrain_2048_2/SC-01-0447.svs_55.png,pretrain,0
390,./pretrain_2048_2/SC-01-0439.svs_14.png,pretrain,0
391,./pretrain_2048_2/SC-01-0424.svs_13.png,pretrain,0
392,./pretrain_2048_2/SC-01-0435.svs_8.png,pretrain,0
393,./pretrain_2048_2/SC-01-0439.svs_12.png,pretrain,0
394,./pretrain_2048_2/SC-01-0169.svs_14.png,pretrain,0
395,./pretrain_2048_2/SC-01-0207.svs_4.png,pretrain,0
396,./pretrain_2048_2/SC-01-0204.svs_16.png,pretrain,0
397,./pretrain_2048_2/SC-01-0133.svs_5.png,pretrain,0
398,./pretrain_2048_2/SC-01-0409.svs_11.png,pretrain,0
